actor
{'twitterTimeZone': 'Canberra'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Yakutsk'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Perth'}
{'twitterTimeZone': 'Adelaide'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Perth'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Greenland'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Adelaide'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Pacific Time (US & Canada)'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Adelaide'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Adelaide'}
{'twitterTimeZone': 'Adelaide'}
{'twitterTimeZone': 'Perth'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Canberra'}
{'twitterTimeZone': 'Pacific Time (US & Canada)'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Perth'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Adelaide'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'New Caledonia'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Adelaide'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Adelaide'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Perth'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Perth'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Perth'}
{'twitterTimeZone': 'Eastern Time (US & Canada)'}
{'twitterTimeZone': 'Adelaide'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Pacific Time (US & Canada)'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Arizona'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Canberra'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Brasilia'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Pacific Time (US & Canada)'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'New Caledonia'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'New Caledonia'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'New Caledonia'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'London'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Pacific Time (US & Canada)'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Pacific Time (US & Canada)'}
{'twitterTimeZone': 'Perth'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Beijing'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Amsterdam'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Adelaide'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Hawaii'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Beijing'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Adelaide'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Pacific Time (US & Canada)'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Hawaii'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Beijing'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'London'}
{'twitterTimeZone': 'Adelaide'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Yakutsk'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Pacific Time (US & Canada)'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Hawaii'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Perth'}
{'twitterTimeZone': 'Pacific Time (US & Canada)'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Perth'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Athens'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Pacific Time (US & Canada)'}
{'twitterTimeZone': 'Adelaide'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Solomon Is.'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Pacific Time (US & Canada)'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Yakutsk'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Canberra'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Hawaii'}
{'twitterTimeZone': 'Yakutsk'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': 'Adelaide'}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Adelaide'}
{'twitterTimeZone': 'Pacific Time (US & Canada)'}
{'twitterTimeZone': 'Melbourne'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Sydney'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Solomon Is.'}
{'twitterTimeZone': None}
{'twitterTimeZone': 'Brisbane'}
{'twitterTimeZone': None}
{'twitterTimeZone': None}
